Category ID	Category Name	Category Component
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	7153
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	1152
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	4057
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	1844
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	5777
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	493
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	10610
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	120
M5907	HALLMARK_ESTROGEN_RESPONSE_LATE	6990
M5908	HALLMARK_ANDROGEN_RESPONSE	354
M5908	HALLMARK_ANDROGEN_RESPONSE	3817
M5908	HALLMARK_ANDROGEN_RESPONSE	2181
M5908	HALLMARK_ANDROGEN_RESPONSE	8554
M5908	HALLMARK_ANDROGEN_RESPONSE	10645
M5908	HALLMARK_ANDROGEN_RESPONSE	4824
M5908	HALLMARK_ANDROGEN_RESPONSE	7113
M5908	HALLMARK_ANDROGEN_RESPONSE	10513
M5908	HALLMARK_ANDROGEN_RESPONSE	55839
M5908	HALLMARK_ANDROGEN_RESPONSE	658
M5908	HALLMARK_ANDROGEN_RESPONSE	4094
M5908	HALLMARK_ANDROGEN_RESPONSE	3992
M5908	HALLMARK_ANDROGEN_RESPONSE	65986
M5908	HALLMARK_ANDROGEN_RESPONSE	3156
M5908	HALLMARK_ANDROGEN_RESPONSE	60559
M5908	HALLMARK_ANDROGEN_RESPONSE	3638
M5908	HALLMARK_ANDROGEN_RESPONSE	55768
M5908	HALLMARK_ANDROGEN_RESPONSE	51465
M5908	HALLMARK_ANDROGEN_RESPONSE	2005
M5908	HALLMARK_ANDROGEN_RESPONSE	10257
M5908	HALLMARK_ANDROGEN_RESPONSE	60481
M5908	HALLMARK_ANDROGEN_RESPONSE	220
M5908	HALLMARK_ANDROGEN_RESPONSE	445347
M5908	HALLMARK_ANDROGEN_RESPONSE	563
M5908	HALLMARK_ANDROGEN_RESPONSE	11057
M5908	HALLMARK_ANDROGEN_RESPONSE	6303
M5908	HALLMARK_ANDROGEN_RESPONSE	1622
M5908	HALLMARK_ANDROGEN_RESPONSE	1718
M5908	HALLMARK_ANDROGEN_RESPONSE	6652
M5908	HALLMARK_ANDROGEN_RESPONSE	27347
M5908	HALLMARK_ANDROGEN_RESPONSE	7163
M5908	HALLMARK_ANDROGEN_RESPONSE	3422
M5908	HALLMARK_ANDROGEN_RESPONSE	567
M5908	HALLMARK_ANDROGEN_RESPONSE	9053
M5908	HALLMARK_ANDROGEN_RESPONSE	4189
M5908	HALLMARK_ANDROGEN_RESPONSE	2289
M5908	HALLMARK_ANDROGEN_RESPONSE	8916
M5908	HALLMARK_ANDROGEN_RESPONSE	5238
M5908	HALLMARK_ANDROGEN_RESPONSE	9455
M5908	HALLMARK_ANDROGEN_RESPONSE	22936
M5908	HALLMARK_ANDROGEN_RESPONSE	6675
M5908	HALLMARK_ANDROGEN_RESPONSE	9871
M5908	HALLMARK_ANDROGEN_RESPONSE	3998
M5908	HALLMARK_ANDROGEN_RESPONSE	56937
M5908	HALLMARK_ANDROGEN_RESPONSE	8821
M5908	HALLMARK_ANDROGEN_RESPONSE	23223
M5908	HALLMARK_ANDROGEN_RESPONSE	6414
M5908	HALLMARK_ANDROGEN_RESPONSE	10397
M5908	HALLMARK_ANDROGEN_RESPONSE	3880
M5908	HALLMARK_ANDROGEN_RESPONSE	3685
M5908	HALLMARK_ANDROGEN_RESPONSE	2683
M5908	HALLMARK_ANDROGEN_RESPONSE	4117
M5908	HALLMARK_ANDROGEN_RESPONSE	25803
M5908	HALLMARK_ANDROGEN_RESPONSE	2936
M5908	HALLMARK_ANDROGEN_RESPONSE	3856
M5908	HALLMARK_ANDROGEN_RESPONSE	3977
M5908	HALLMARK_ANDROGEN_RESPONSE	8611
M5908	HALLMARK_ANDROGEN_RESPONSE	79689
M5908	HALLMARK_ANDROGEN_RESPONSE	2982
M5908	HALLMARK_ANDROGEN_RESPONSE	6728
M5908	HALLMARK_ANDROGEN_RESPONSE	896
M5908	HALLMARK_ANDROGEN_RESPONSE	10788
M5908	HALLMARK_ANDROGEN_RESPONSE	5867
M5908	HALLMARK_ANDROGEN_RESPONSE	1836
M5908	HALLMARK_ANDROGEN_RESPONSE	6611
M5908	HALLMARK_ANDROGEN_RESPONSE	57178
M5908	HALLMARK_ANDROGEN_RESPONSE	6446
M5908	HALLMARK_ANDROGEN_RESPONSE	10461
M5908	HALLMARK_ANDROGEN_RESPONSE	3248
M5908	HALLMARK_ANDROGEN_RESPONSE	56172
M5908	HALLMARK_ANDROGEN_RESPONSE	2773
M5908	HALLMARK_ANDROGEN_RESPONSE	6722
M5908	HALLMARK_ANDROGEN_RESPONSE	54407
M5908	HALLMARK_ANDROGEN_RESPONSE	3157
M5908	HALLMARK_ANDROGEN_RESPONSE	84159
M5908	HALLMARK_ANDROGEN_RESPONSE	8555
M5908	HALLMARK_ANDROGEN_RESPONSE	25816
M5908	HALLMARK_ANDROGEN_RESPONSE	7520
M5908	HALLMARK_ANDROGEN_RESPONSE	23171
M5908	HALLMARK_ANDROGEN_RESPONSE	87
M5908	HALLMARK_ANDROGEN_RESPONSE	6197
M5908	HALLMARK_ANDROGEN_RESPONSE	8848
M5908	HALLMARK_ANDROGEN_RESPONSE	10611
M5908	HALLMARK_ANDROGEN_RESPONSE	23585
M5908	HALLMARK_ANDROGEN_RESPONSE	9510
M5908	HALLMARK_ANDROGEN_RESPONSE	8031
M5908	HALLMARK_ANDROGEN_RESPONSE	9590
M5908	HALLMARK_ANDROGEN_RESPONSE	6319
M5908	HALLMARK_ANDROGEN_RESPONSE	2185
M5908	HALLMARK_ANDROGEN_RESPONSE	1021
M5908	HALLMARK_ANDROGEN_RESPONSE	11047
M5908	HALLMARK_ANDROGEN_RESPONSE	3005
M5908	HALLMARK_ANDROGEN_RESPONSE	51171
M5908	HALLMARK_ANDROGEN_RESPONSE	9218
M5908	HALLMARK_ANDROGEN_RESPONSE	595
M5908	HALLMARK_ANDROGEN_RESPONSE	2547
M5908	HALLMARK_ANDROGEN_RESPONSE	10627
M5908	HALLMARK_ANDROGEN_RESPONSE	7329
M5908	HALLMARK_ANDROGEN_RESPONSE	11099
M5908	HALLMARK_ANDROGEN_RESPONSE	207
M5908	HALLMARK_ANDROGEN_RESPONSE	5036
M5909	HALLMARK_MYOGENESIS	58
M5909	HALLMARK_MYOGENESIS	7136
M5909	HALLMARK_MYOGENESIS	4632
M5909	HALLMARK_MYOGENESIS	7134
M5909	HALLMARK_MYOGENESIS	7125
M5909	HALLMARK_MYOGENESIS	4621
M5909	HALLMARK_MYOGENESIS	29895
M5909	HALLMARK_MYOGENESIS	7140
M5909	HALLMARK_MYOGENESIS	7139
M5909	HALLMARK_MYOGENESIS	845
M5909	HALLMARK_MYOGENESIS	70
M5909	HALLMARK_MYOGENESIS	8736
M5909	HALLMARK_MYOGENESIS	4635
M5909	HALLMARK_MYOGENESIS	4608
M5909	HALLMARK_MYOGENESIS	4625
M5909	HALLMARK_MYOGENESIS	4626
M5909	HALLMARK_MYOGENESIS	88
M5909	HALLMARK_MYOGENESIS	7135
M5909	HALLMARK_MYOGENESIS	1410
M5909	HALLMARK_MYOGENESIS	6445
M5909	HALLMARK_MYOGENESIS	3270
M5909	HALLMARK_MYOGENESIS	7138
M5909	HALLMARK_MYOGENESIS	1674
M5909	HALLMARK_MYOGENESIS	58529
M5909	HALLMARK_MYOGENESIS	6261
M5909	HALLMARK_MYOGENESIS	8048
M5909	HALLMARK_MYOGENESIS	8038
M5909	HALLMARK_MYOGENESIS	487
M5909	HALLMARK_MYOGENESIS	1158
M5909	HALLMARK_MYOGENESIS	6840
M5909	HALLMARK_MYOGENESIS	9172
M5909	HALLMARK_MYOGENESIS	140465
M5909	HALLMARK_MYOGENESIS	7169
M5909	HALLMARK_MYOGENESIS	4633
M5909	HALLMARK_MYOGENESIS	1160
M5909	HALLMARK_MYOGENESIS	274
M5909	HALLMARK_MYOGENESIS	4619
M5909	HALLMARK_MYOGENESIS	2027
M5909	HALLMARK_MYOGENESIS	2314
M5909	HALLMARK_MYOGENESIS	5348
M5909	HALLMARK_MYOGENESIS	7170
M5909	HALLMARK_MYOGENESIS	1756
M5909	HALLMARK_MYOGENESIS	3486
M5909	HALLMARK_MYOGENESIS	1140
M5909	HALLMARK_MYOGENESIS	10290
M5909	HALLMARK_MYOGENESIS	2273
M5909	HALLMARK_MYOGENESIS	8557
M5909	HALLMARK_MYOGENESIS	4638
M5909	HALLMARK_MYOGENESIS	4634
M5909	HALLMARK_MYOGENESIS	5837
M5909	HALLMARK_MYOGENESIS	11155
M5909	HALLMARK_MYOGENESIS	1339
M5909	HALLMARK_MYOGENESIS	2170
M5909	HALLMARK_MYOGENESIS	58498
M5909	HALLMARK_MYOGENESIS	3693
M5909	HALLMARK_MYOGENESIS	1134
M5909	HALLMARK_MYOGENESIS	8082
M5909	HALLMARK_MYOGENESIS	1281
M5909	HALLMARK_MYOGENESIS	3756
M5909	HALLMARK_MYOGENESIS	2702
M5909	HALLMARK_MYOGENESIS	4618
M5909	HALLMARK_MYOGENESIS	4620
M5909	HALLMARK_MYOGENESIS	6300
M5909	HALLMARK_MYOGENESIS	5224
M5909	HALLMARK_MYOGENESIS	4656
M5909	HALLMARK_MYOGENESIS	4622
M5909	HALLMARK_MYOGENESIS	165
M5909	HALLMARK_MYOGENESIS	1839
M5909	HALLMARK_MYOGENESIS	4208
M5909	HALLMARK_MYOGENESIS	4842
M5909	HALLMARK_MYOGENESIS	1266
M5909	HALLMARK_MYOGENESIS	3490
M5909	HALLMARK_MYOGENESIS	8912
M5909	HALLMARK_MYOGENESIS	2934
M5909	HALLMARK_MYOGENESIS	786
M5909	HALLMARK_MYOGENESIS	4151
M5909	HALLMARK_MYOGENESIS	8877
M5909	HALLMARK_MYOGENESIS	29970
M5909	HALLMARK_MYOGENESIS	4209
M5909	HALLMARK_MYOGENESIS	6525
M5909	HALLMARK_MYOGENESIS	1026
M5909	HALLMARK_MYOGENESIS	2548
M5909	HALLMARK_MYOGENESIS	7164
M5909	HALLMARK_MYOGENESIS	3316
M5909	HALLMARK_MYOGENESIS	6442
M5909	HALLMARK_MYOGENESIS	624
M5909	HALLMARK_MYOGENESIS	1346
M5909	HALLMARK_MYOGENESIS	1284
M5909	HALLMARK_MYOGENESIS	23654
M5909	HALLMARK_MYOGENESIS	1489
M5909	HALLMARK_MYOGENESIS	1306
M5909	HALLMARK_MYOGENESIS	3757
M5909	HALLMARK_MYOGENESIS	375790
M5909	HALLMARK_MYOGENESIS	4641
M5909	HALLMARK_MYOGENESIS	22933
M5909	HALLMARK_MYOGENESIS	6444
M5909	HALLMARK_MYOGENESIS	10580
M5909	HALLMARK_MYOGENESIS	7433
M5909	HALLMARK_MYOGENESIS	2247
M5909	HALLMARK_MYOGENESIS	2281
M5909	HALLMARK_MYOGENESIS	7004
M5909	HALLMARK_MYOGENESIS	844
M5909	HALLMARK_MYOGENESIS	688
M5909	HALLMARK_MYOGENESIS	9260
M5909	HALLMARK_MYOGENESIS	203
M5909	HALLMARK_MYOGENESIS	6876
M5909	HALLMARK_MYOGENESIS	6016
M5909	HALLMARK_MYOGENESIS	4205
M5909	HALLMARK_MYOGENESIS	26287
M5909	HALLMARK_MYOGENESIS	208
M5909	HALLMARK_MYOGENESIS	3908
M5909	HALLMARK_MYOGENESIS	6764
M5909	HALLMARK_MYOGENESIS	3475
M5909	HALLMARK_MYOGENESIS	4684
M5909	HALLMARK_MYOGENESIS	9144
M5909	HALLMARK_MYOGENESIS	9463
M5909	HALLMARK_MYOGENESIS	1293
M5909	HALLMARK_MYOGENESIS	1384
M5909	HALLMARK_MYOGENESIS	1760
M5909	HALLMARK_MYOGENESIS	4629
M5909	HALLMARK_MYOGENESIS	4627
M5909	HALLMARK_MYOGENESIS	3479
M5909	HALLMARK_MYOGENESIS	1152
M5909	HALLMARK_MYOGENESIS	10468
M5909	HALLMARK_MYOGENESIS	2878
M5909	HALLMARK_MYOGENESIS	5816
M5909	HALLMARK_MYOGENESIS	11156
M5909	HALLMARK_MYOGENESIS	3688
M5909	HALLMARK_MYOGENESIS	26353
M5909	HALLMARK_MYOGENESIS	43
M5909	HALLMARK_MYOGENESIS	1146
M5909	HALLMARK_MYOGENESIS	5569
M5909	HALLMARK_MYOGENESIS	89797
M5909	HALLMARK_MYOGENESIS	10014
M5909	HALLMARK_MYOGENESIS	537
M5909	HALLMARK_MYOGENESIS	1191
M5909	HALLMARK_MYOGENESIS	2180
M5909	HALLMARK_MYOGENESIS	1277
M5909	HALLMARK_MYOGENESIS	22808
M5909	HALLMARK_MYOGENESIS	9659
M5909	HALLMARK_MYOGENESIS	178
M5909	HALLMARK_MYOGENESIS	2065
M5909	HALLMARK_MYOGENESIS	11345
M5909	HALLMARK_MYOGENESIS	859
M5909	HALLMARK_MYOGENESIS	8553
M5909	HALLMARK_MYOGENESIS	5507
M5909	HALLMARK_MYOGENESIS	9215
M5909	HALLMARK_MYOGENESIS	23175
M5909	HALLMARK_MYOGENESIS	1012
M5909	HALLMARK_MYOGENESIS	1728
M5909	HALLMARK_MYOGENESIS	5621
M5909	HALLMARK_MYOGENESIS	5664
M5909	HALLMARK_MYOGENESIS	23604
M5909	HALLMARK_MYOGENESIS	4046
M5909	HALLMARK_MYOGENESIS	6535
M5909	HALLMARK_MYOGENESIS	65055
M5909	HALLMARK_MYOGENESIS	1974
M5909	HALLMARK_MYOGENESIS	25970
M5909	HALLMARK_MYOGENESIS	4607
M5909	HALLMARK_MYOGENESIS	3679
M5909	HALLMARK_MYOGENESIS	6709
M5909	HALLMARK_MYOGENESIS	10174
M5909	HALLMARK_MYOGENESIS	5091
M5909	HALLMARK_MYOGENESIS	6319
M5909	HALLMARK_MYOGENESIS	2775
M5909	HALLMARK_MYOGENESIS	8614
M5909	HALLMARK_MYOGENESIS	1675
M5909	HALLMARK_MYOGENESIS	5925
M5909	HALLMARK_MYOGENESIS	573
M5909	HALLMARK_MYOGENESIS	3983
M5909	HALLMARK_MYOGENESIS	5740
M5909	HALLMARK_MYOGENESIS	22924
M5909	HALLMARK_MYOGENESIS	79629
M5909	HALLMARK_MYOGENESIS	6450
M5909	HALLMARK_MYOGENESIS	4851
M5909	HALLMARK_MYOGENESIS	7249
M5909	HALLMARK_MYOGENESIS	7040
M5909	HALLMARK_MYOGENESIS	2224
M5909	HALLMARK_MYOGENESIS	816
M5909	HALLMARK_MYOGENESIS	2049
M5909	HALLMARK_MYOGENESIS	4616
M5909	HALLMARK_MYOGENESIS	351
M5909	HALLMARK_MYOGENESIS	187
M5909	HALLMARK_MYOGENESIS	3691
M5909	HALLMARK_MYOGENESIS	6649
M5909	HALLMARK_MYOGENESIS	4303
M5909	HALLMARK_MYOGENESIS	10278
M5909	HALLMARK_MYOGENESIS	5213
M5909	HALLMARK_MYOGENESIS	1292
M5909	HALLMARK_MYOGENESIS	1837
M5909	HALLMARK_MYOGENESIS	3801
M5909	HALLMARK_MYOGENESIS	6678
M5909	HALLMARK_MYOGENESIS	25803
M5909	HALLMARK_MYOGENESIS	25937
M5909	HALLMARK_MYOGENESIS	948
M5909	HALLMARK_MYOGENESIS	115
M5909	HALLMARK_MYOGENESIS	347
M5910	HALLMARK_PROTEIN_SECRETION	372
M5910	HALLMARK_PROTEIN_SECRETION	10972
M5910	HALLMARK_PROTEIN_SECRETION	9276
M5910	HALLMARK_PROTEIN_SECRETION	51552
M5910	HALLMARK_PROTEIN_SECRETION	538
M5910	HALLMARK_PROTEIN_SECRETION	1315
M5910	HALLMARK_PROTEIN_SECRETION	3920
M5910	HALLMARK_PROTEIN_SECRETION	1956
M5910	HALLMARK_PROTEIN_SECRETION	3482
M5910	HALLMARK_PROTEIN_SECRETION	11316
M5910	HALLMARK_PROTEIN_SECRETION	5538
M5910	HALLMARK_PROTEIN_SECRETION	1176
M5910	HALLMARK_PROTEIN_SECRETION	10282
M5910	HALLMARK_PROTEIN_SECRETION	1182
M5910	HALLMARK_PROTEIN_SECRETION	1175
M5910	HALLMARK_PROTEIN_SECRETION	1213
M5910	HALLMARK_PROTEIN_SECRETION	1173
M5910	HALLMARK_PROTEIN_SECRETION	11079
M5910	HALLMARK_PROTEIN_SECRETION	23095
M5910	HALLMARK_PROTEIN_SECRETION	375
M5910	HALLMARK_PROTEIN_SECRETION	4952
M5910	HALLMARK_PROTEIN_SECRETION	3382
M5910	HALLMARK_PROTEIN_SECRETION	23041
M5910	HALLMARK_PROTEIN_SECRETION	10564
M5910	HALLMARK_PROTEIN_SECRETION	10959
M5910	HALLMARK_PROTEIN_SECRETION	8774
M5910	HALLMARK_PROTEIN_SECRETION	81542
M5910	HALLMARK_PROTEIN_SECRETION	5066
M5910	HALLMARK_PROTEIN_SECRETION	9522
M5910	HALLMARK_PROTEIN_SECRETION	6456
M5910	HALLMARK_PROTEIN_SECRETION	5862
M5910	HALLMARK_PROTEIN_SECRETION	22796
M5910	HALLMARK_PROTEIN_SECRETION	9341
M5910	HALLMARK_PROTEIN_SECRETION	51614
M5910	HALLMARK_PROTEIN_SECRETION	23033
M5910	HALLMARK_PROTEIN_SECRETION	8674
M5910	HALLMARK_PROTEIN_SECRETION	9525
M5910	HALLMARK_PROTEIN_SECRETION	8775
M5910	HALLMARK_PROTEIN_SECRETION	2778
M5910	HALLMARK_PROTEIN_SECRETION	8417
M5910	HALLMARK_PROTEIN_SECRETION	9554
M5910	HALLMARK_PROTEIN_SECRETION	11311
M5910	HALLMARK_PROTEIN_SECRETION	8675
M5910	HALLMARK_PROTEIN_SECRETION	10652
M5910	HALLMARK_PROTEIN_SECRETION	6643
M5910	HALLMARK_PROTEIN_SECRETION	10565
M5910	HALLMARK_PROTEIN_SECRETION	1211
M5910	HALLMARK_PROTEIN_SECRETION	1203
M5910	HALLMARK_PROTEIN_SECRETION	4074
M5910	HALLMARK_PROTEIN_SECRETION	259230
M5910	HALLMARK_PROTEIN_SECRETION	8615
M5910	HALLMARK_PROTEIN_SECRETION	7251
M5910	HALLMARK_PROTEIN_SECRETION	10059
M5910	HALLMARK_PROTEIN_SECRETION	3998
M5910	HALLMARK_PROTEIN_SECRETION	286451
M5910	HALLMARK_PROTEIN_SECRETION	27236
M5910	HALLMARK_PROTEIN_SECRETION	81611
M5910	HALLMARK_PROTEIN_SECRETION	7103
M5910	HALLMARK_PROTEIN_SECRETION	667
M5910	HALLMARK_PROTEIN_SECRETION	9805
M5910	HALLMARK_PROTEIN_SECRETION	22872
M5910	HALLMARK_PROTEIN_SECRETION	6845
M5910	HALLMARK_PROTEIN_SECRETION	10067
M5910	HALLMARK_PROTEIN_SECRETION	163
M5910	HALLMARK_PROTEIN_SECRETION	57403
M5910	HALLMARK_PROTEIN_SECRETION	8546
M5910	HALLMARK_PROTEIN_SECRETION	7163
M5910	HALLMARK_PROTEIN_SECRETION	51606
M5910	HALLMARK_PROTEIN_SECRETION	8729
M5910	HALLMARK_PROTEIN_SECRETION	3875
M5910	HALLMARK_PROTEIN_SECRETION	858
M5910	HALLMARK_PROTEIN_SECRETION	476
M5910	HALLMARK_PROTEIN_SECRETION	664
M5910	HALLMARK_PROTEIN_SECRETION	9183
M5910	HALLMARK_PROTEIN_SECRETION	2581
M5910	HALLMARK_PROTEIN_SECRETION	102
M5910	HALLMARK_PROTEIN_SECRETION	5868
M5910	HALLMARK_PROTEIN_SECRETION	2803
M5910	HALLMARK_PROTEIN_SECRETION	9871
M5910	HALLMARK_PROTEIN_SECRETION	164
M5910	HALLMARK_PROTEIN_SECRETION	5594
M5910	HALLMARK_PROTEIN_SECRETION	9570
M5910	HALLMARK_PROTEIN_SECRETION	6197
M5910	HALLMARK_PROTEIN_SECRETION	8027
M5910	HALLMARK_PROTEIN_SECRETION	19
M5910	HALLMARK_PROTEIN_SECRETION	8773
M5910	HALLMARK_PROTEIN_SECRETION	6647
M5910	HALLMARK_PROTEIN_SECRETION	2717
M5910	HALLMARK_PROTEIN_SECRETION	525
M5910	HALLMARK_PROTEIN_SECRETION	23673
M5910	HALLMARK_PROTEIN_SECRETION	967
M5910	HALLMARK_PROTEIN_SECRETION	10040
M5910	HALLMARK_PROTEIN_SECRETION	8082
M5910	HALLMARK_PROTEIN_SECRETION	26286
M5910	HALLMARK_PROTEIN_SECRETION	9367
M5910	HALLMARK_PROTEIN_SECRETION	1075
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	4599
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	9636
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	4938
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3437
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	10561
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3430
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3665
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	91543
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	10964
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	8519
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3429
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	10379
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	8638
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	5610
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3433
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3627
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	6890
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3431
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	55601
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	9246
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	11274
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	5696
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	64135
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	684
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3959
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	103
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3669
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	2634
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3659
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	5359
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	5698
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	55008
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	54809
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	129607
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	10410
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	64108
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	6773
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	219285
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	4061
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	10581
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	85441
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	6373
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	6737
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	54625
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	7726
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	64761
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	9111
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	55072
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3107
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	834
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	9830
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	23424
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	79132
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	83666
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	87178
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	7706
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	5720
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	7453
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	94240
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	7318
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	5721
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	567
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	85363
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	716
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	51056
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	27074
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	115361
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	135112
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	55281
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	972
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	2766
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	5684
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	10544
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3574
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	10437
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3660
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	1435
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3600
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	1267
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	55603
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	3566
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	23070
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	961
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	10161
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	4343
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	841
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	10628
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	81894
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	6402
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	10906
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	116071
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	8767
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	9034
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	51667
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	11054
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	93343
M5911	HALLMARK_INTERFERON_ALPHA_RESPONSE	1997
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	6772
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	9636
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	3434
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	4599
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	3437
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	3430
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	3665
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	3433
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	4939
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	6890
M5913	HALLMARK_INTERFERON_GAMMA_RESPONSE	5610
